Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-07-26,105.13,105.13,104.955,104.955,6898863
2023-07-27,106.27,106.56,106.27,106.56,1434711
2023-07-28,107.17,107.17,106.54,106.54,7100194
2023-07-31,106.98,106.98,106.98,106.98,720703
2023-08-01,106.98,106.98,106.98,106.98
2023-08-02,106.63,106.63,106.5,106.5,837978
2023-08-03,106.88,107.03,106.88,107.03,1377532
2023-08-04,105.3,105.3,105.055,105.055,1223093
2023-08-07,104.1,104.12,104.1,104.12,644895
2023-08-08,104.385,104.385,104.37,104.37,721016
2023-08-09,103.91,103.91,103.795,103.795,556369
2023-08-10,104.56,104.56,104.485,104.485,528173
2023-08-11,104.975,104.995,104.975,104.995,655193
2023-08-14,104.33,104.445,104.33,104.445,356647
2023-08-15,104.23,104.23,104.135,104.135,446947
2023-08-16,103.035,103.185,103.035,103.185,1248505
2023-08-17,103.7,103.7,103.53,103.53,514597
2023-08-18,103.185,103.36,103.185,103.36,331641
2023-08-21,103.68,103.68,103.66,103.66,1773193
2023-08-22,104.345,104.48,104.345,104.48,5057091
2023-08-23,104.175,104.48,104.175,104.48,413006
2023-08-24,105.36,105.36,105.26,105.26,265385
2023-08-25,105.57,105.66,105.57,105.66,661607
2023-08-28,106.6,106.6,106.5,106.5,651928
2023-08-29,106.84,106.84,106.84,106.84,1140499
2023-08-30,107.05,107.05,106.52,106.52,1478659
2023-08-31,106.56,106.56,106.46,106.46,2328754
2023-09-01,106.18,106.18,105.87,105.87,2563093
2023-09-04,105.81,105.85,105.81,105.85,682198
2023-09-05,104.885,104.885,104.595,104.595,618091
2023-09-06,103.57,103.645,103.57,103.645,430108
2023-09-07,104.1,104.1,103.85,103.85,1765358
2023-09-08,104.955,104.955,104.94,104.94,287486
2023-09-11,105.47,105.72,105.47,105.72,1660663
2023-09-12,106.06,106.06,105.87,105.87,724217
2023-09-13,104.9,104.9,104.655,104.655,1495449
2023-09-14,104.63,104.63,104.235,104.235,2119499
2023-09-15,104.9,105.28,104.9,105.28,3546046
2023-09-18,105.55,105.55,105.45,105.45,1892618
2023-09-19,105.51,105.51,105.41,105.41,575081
2023-09-20,105.66,105.66,105.62,105.62,949617
2023-09-21,106.8,106.82,106.8,106.82,1188350
2023-09-22,107.01,107.01,106.9,106.9,693080
2023-09-25,106.82,106.82,106.69,106.69,2867101
2023-09-26,106.35,106.4,106.35,106.4,850928
2023-09-27,105.53,105.53,105.32,105.32,678752
2023-09-28,103.645,103.7,103.645,103.7,1133126
2023-09-29,103.32,103.36,103.32,103.36,874726
2023-10-02,103.855,103.855,103.64,103.64,415854
2023-10-03,103.035,103.075,103.035,103.075,824138
2023-10-04,102.365,102.56,102.365,102.56,825236
2023-10-05,103.145,103.24,103.145,103.24,285958
2023-10-06,102.29,102.29,98.635,98.635,1722731
2023-10-09,100.88,100.88,100.635,100.635,1833545
2023-10-10,102.115,102.345,102.115,102.345,2989303
2023-10-11,103.03,103.03,102.94,102.94,1422391
2023-10-12,105.26,105.26,105.125,105.125,723161
2023-10-13,103.245,103.645,103.245,103.645,780737
2023-10-16,102.94,102.94,102.845,102.845,1196288
2023-10-17,102.745,102.84,102.745,102.84,1901057
2023-10-18,102.58,102.58,102.48,102.48,1581981
2023-10-19,101.165,102.48,101.165,102.48,2109641
2023-10-20,98.18,98.18,97.93,97.93,1034547
2023-10-23,98.275,98.275,98.115,98.115,1517846
2023-10-24,97.905,97.905,97.875,97.875,1214263
2023-10-25,98.135,98.255,98.135,98.255,1014784
2023-10-26,98.46,98.46,98.425,98.425,562256
2023-10-27,97.835,98.025,97.835,98.025,1031655
2023-10-30,97.78,97.78,97.6,97.6,2041935
2023-10-31,97.875,98.1,97.875,98.1,1248909
2023-11-01,98.425,98.48,98.425,98.48,1592917
2023-11-02,99.205,99.375,99.205,99.375,1313541
2023-11-03,100.425,100.425,100.23,100.23,647195
2023-11-06,100.005,100.005,99.97,99.97,1223130
2023-11-07,99.735,99.795,99.735,99.795,1978122
2023-11-08,99.185,99.49,99.185,99.49,2265276
2023-11-09,99.075,99.105,99.075,99.105,583772
2023-11-10,99.965,99.985,99.965,99.985,1884489
2023-11-13,99.47,99.47,99.34,99.34,1164236
2023-11-14,99.13,99.13,99.015,99.015,1836388
2023-11-15,99.72,99.835,99.72,99.835,591789
2023-11-16,99.435,99.475,99.435,99.475,1653374
2023-11-17,98.4,98.465,98.4,98.465,1563347
2023-11-20,98.595,98.595,98.46,98.46,691098
2023-11-21,98.08,98.08,97.875,97.875,601589
2023-11-22,99.815,99.815,99.815,99.815,828114
2023-11-23,99.95,99.95,99.95,99.95,859093
2023-11-24,100.155,100.155,100.045,100.045,228153
2023-11-27,100.465,100.465,100.35,100.35,569654
2023-11-28,99.89,99.89,99.53,99.53,1697814
2023-11-29,99.6,99.6,99.53,99.53,519847
2023-11-30,98.8,98.8,98.535,98.535,1699130
2023-12-01,99.51,99.51,99.335,99.335,1126295
2023-12-04,99.245,99.245,99.185,99.185,8140874
2023-12-05,100.065,100.065,99.78,99.78,1951785
2023-12-06,99.355,99.355,99.28,99.28,1485263
2023-12-07,99.435,99.55,99.435,99.55,1161429
2023-12-08,98.745,98.745,98.67,98.67,1363677
2023-12-11,98.65,98.65,98.61,98.61,1032222
2023-12-12,98.61,98.915,98.61,98.915,1295564
2023-12-13,98.655,98.655,98.595,98.595,1321809
2023-12-14,99.315,99.315,99.2,99.2,1934200
2023-12-15,97.835,97.835,97.645,97.645,5265527
2023-12-18,97.7,97.875,97.7,97.875,1698621
2023-12-19,98.215,98.37,98.215,98.37,1156714
2023-12-20,96.555,96.77,96.555,96.77,4511572
2023-12-21,96.21,96.535,96.21,96.535,414246
2023-12-22,96.71,96.765,96.71,96.765,496209
2023-12-27,96.805,96.86,96.805,96.86,304203
2023-12-28,96.825,96.825,96.77,96.77,303468
2023-12-29,96.995,96.995,96.975,96.975,105508
2024-01-02,96.975,96.975,96.975,96.975
2024-01-03,98.345,98.345,98.065,98.065,1360801
2024-01-04,98.75,98.845,98.75,98.845,785866
2024-01-05,98.33,98.33,98.275,98.275,351956
2024-01-08,98.485,98.485,98.48,98.48,386469
2024-01-09,98.33,98.33,98.195,98.195,2683882
2024-01-10,98.54,98.67,98.54,98.67,1150691
2024-01-11,98.045,98.045,97.945,97.945,1277911
2024-01-12,97.205,97.205,97.125,97.125,2669930
2024-01-15,97.85,98.045,97.85,98.045,445176
2024-01-16,97.17,97.17,97.125,97.125,1273456
2024-01-17,98.29,98.29,98.23,98.23,664135
2024-01-18,97.605,97.68,97.605,97.68,460297
2024-01-19,98.21,98.345,98.21,98.345,426045
2024-01-22,97.585,97.585,97.525,97.525,501062
2024-01-23,97.66,97.66,97.375,97.375,911417
2024-01-24,95.375,95.375,95.355,95.355,1442334
2024-01-25,95.115,95.115,94.69,94.69,865988
2024-01-26,96.42,96.71,96.42,96.71,988869
2024-01-29,98.515,98.515,98.4,98.4,1265453
2024-01-30,99.265,99.41,99.265,99.41,507379
2024-01-31,99.26,99.505,99.26,99.505,192865
2024-02-01,98.405,98.405,98.365,98.365,924068
2024-02-02,99.07,99.13,99.07,99.13,226702
2024-02-05,98.915,99.17,98.915,99.17,473949
2024-02-06,100.135,100.325,100.135,100.325,457026
2024-02-07,99.3,99.435,99.3,99.435,751420
2024-02-08,98.655,99.11,98.655,99.11,589079
2024-02-09,97.755,97.89,97.755,97.89,985339
2024-02-12,95.715,95.715,95.66,95.66,905990
2024-02-13,97.035,97.2,97.035,97.2,673568
2024-02-14,96.595,96.595,96.31,96.31,1981916
2024-02-15,97.035,97.035,97.03,97.03,1090940
2024-02-16,98.195,98.195,98.005,98.005,767728
2024-02-19,97.205,97.205,97.185,97.185,1284063
2024-02-20,98.63,98.63,98.52,98.52,1198704
2024-02-21,99.685,99.85,99.685,99.85,752201
2024-02-22,95.905,95.91,95.905,95.91,1219209
2024-02-23,94.43,94.43,94.365,94.365,1650682
2024-02-26,94.84,95.21,94.84,95.21,1486289
2024-02-27,94.02,94.22,94.02,94.22,588352
2024-02-28,93.565,93.565,93.525,93.525,509909
2024-02-29,92.42,92.47,92.42,92.47,1472951
2024-03-01,92.355,92.355,92.125,92.125,1025202
2024-03-04,92.365,92.365,92.25,92.25,1264474
2024-03-05,92.135,92.135,92.02,92.02,1804693
2024-03-06,92.27,92.27,92.21,92.21,2394035
2024-03-07,93.25,93.25,93.135,93.135,1427354
2024-03-08,93.505,93.505,93.375,93.375,3287629
